time_min,temp_C,humidity_%,co2_ppm,label
0.0,32.017962012818394,44.76365568964611,401.3333127868918,0
0.5,31.33324105631166,44.12024302631166,400.69710655183076,0
1.0,31.14359147177968,44.800665802769444,400.6688608449887,0
1.5,31.414824718483626,44.608725549116706,402.07887889830914,0
2.0,31.784093224614875,44.29694282049131,400.97346054949116,0
2.5,31.545540019551378,43.98316081346453,401.75112411678595,0
3.0,31.638859868732936,43.35934655699144,404.8946011618533,0
3.5,31.281215357139317,42.76556902590377,404.84916958980085,0
4.0,31.329668366808047,43.22050234905906,406.12592602610476,0
4.5,31.393748660482743,43.487712655097134,404.38155092520464,0
5.0,31.40375434516335,42.571458828394874,402.7497915492864,0
5.5,31.600529994519576,43.35067373064716,406.53741494566833,0
6.0,31.368112871791638,42.86622988626652,405.89016583640597,0
6.5,31.54505050134698,43.122309303336266,403.22562134624866,0
7.0,31.442942627261893,42.72193847218833,405.0746623505787,0
7.5,31.384901421573165,42.899956970454866,402.00786688124793,0
8.0,31.25579068192874,42.453105236856786,405.4757084952311,0
8.5,31.40241787689417,41.98690999819747,403.1775936226856,0
9.0,31.398878709958193,43.149173265100266,408.1132638271124,0
9.5,31.488629026645427,43.78571097405909,409.7922047541561,0
10.0,31.026501121933613,42.9662344583568,405.7347742343139,0
10.5,31.29326021836754,42.9514300599577,410.09921844560245,0
11.0,31.182939072224677,43.79216586109418,408.33512798227554,0
11.5,31.460945453796988,44.83569466673367,405.49960580301325,0
12.0,31.33104404966302,44.84348732503474,413.0156338438014,0
12.5,31.675796727464093,44.21385243730238,411.4577884638918,0
13.0,31.17593348756179,44.499689738133426,406.31208463112,0
13.5,31.56091500382122,44.02422954850801,408.6454251701386,0
14.0,31.48646213335769,44.85415963829575,407.320665898884,0
14.5,31.739108545700162,43.988578286194084,399.7060661477224,0
15.0,31.868816219247023,44.14259858392198,395.7151555653033,0
15.5,31.898860825733912,44.963105917664286,401.71574973205475,0
16.0,31.811137344974444,43.33792788671862,400.9226887760495,0
16.5,32.00164604078661,43.641723221537305,394.542713158701,0
17.0,32.03138633262927,44.56065105078949,402.3085712253202,0
17.5,31.981126707125895,44.7906592408664,400.5884653504142,0
18.0,32.01247966592717,44.42991690993665,401.04365837963775,0
18.5,32.418707846142375,44.07320217451249,396.54740615573843,0
19.0,32.01352375700359,44.82972919212418,394.3107408082447,0
19.5,32.07995705897039,44.717814401943805,399.9564677633039,0
20.0,31.608361548492425,45.30772423708273,398.5105698224697,0
20.5,31.724530679471833,45.23327440663077,397.94265989655537,0
21.0,32.06507798440286,44.56331037014025,397.8726527164161,0
21.5,31.92191406331247,43.93670359944014,399.3871436363918,0
22.0,31.86976256586105,43.87938688111397,393.72808403348546,0
22.5,31.724592634753908,43.87890380221569,397.0034661228164,0
23.0,32.04257528729784,44.67062815055421,392.9883097399796,0
23.5,31.597313129994713,44.71294389928675,399.92069185209647,0
24.0,31.565082064396844,43.43185136304375,396.58717212175173,0
24.5,31.742428523144472,44.51988120266307,395.08926018784814,0
25.0,31.74001078303719,44.02599863095031,395.7190780535069,0
25.5,31.654851300651245,43.635457164104416,394.23837800178586,0
26.0,31.521177716256155,44.04741649305073,394.55037454530293,0
26.5,31.851673178440176,44.64101460975878,398.8499961027723,0
27.0,31.756504378011076,44.73758586796628,398.32131751984286,0
27.5,32.04363536499486,44.92753490456715,400.0254570683221,0
28.0,31.62195515652585,43.594023559392326,394.8275650240534,0
28.5,31.592685370830438,44.24998063049205,391.3851121318203,0
29.0,31.13744069053496,43.46502592578538,396.288555966035,0
29.5,31.65504004894437,45.27446529485889,397.3033437518449,0
30.0,31.518673900835648,45.57857285797864,394.85469044855375,0
30.5,31.498710489455306,43.69818432729421,395.86356246231617,0
31.0,31.18558220155046,44.87566589809963,398.90857845824144,0
31.5,31.52303565016248,45.23966650413045,395.141715900039,0
32.0,31.83698106829455,45.64253247100061,394.7365687614104,0
32.5,31.721950305242142,44.21897200194445,395.349817966314,0
33.0,31.406296938110216,43.863771783765095,399.7839152061866,0
33.5,31.62458733755958,43.826224678790844,395.137677280092,0
34.0,32.1180182981957,43.86381699434532,398.27221100010604,0
34.5,31.53753736167765,43.485138790686655,403.1496846059802,0
35.0,32.0279506889156,43.362205566389605,403.10525726313796,0
35.5,31.801039166882983,43.87833359363516,398.22286520654785,0
36.0,32.17373072036368,43.7849240223773,405.78715271826917,0
36.5,32.182839162972684,43.98540887372224,404.15922209519096,0
37.0,32.276794290355504,43.789408510022014,406.61675018339315,0
37.5,31.9881156786816,44.427294392821835,402.1845615414363,0
38.0,32.59503411636576,43.532987030216326,403.13031247311693,0
38.5,32.29871192399512,45.10519189377367,407.76532465174864,0
39.0,32.12197020225622,44.767039183362066,403.391225996461,0
39.5,32.41208471464097,44.864383351371046,403.45967079717195,0
40.0,32.57730850403165,43.363611492062546,399.32931520499056,0
40.5,32.51915089858649,43.39154599363455,404.35907709938044,0
41.0,32.70634827402496,43.00124550522449,402.25264070252354,0
41.5,32.1017829638816,43.646937605134504,402.25509924941565,0
42.0,31.987652052974912,43.71319809563841,399.7770157003424,0
42.5,32.18371114452677,43.87974514448973,402.8228603988653,0
43.0,32.566328214887804,44.00695863222478,399.33522912662835,0
43.5,32.93247574673527,44.25957764817583,394.3921548613862,0
44.0,32.57513153547876,45.07467293774808,398.2257168498557,0
44.5,32.79695303373523,44.00195415315284,394.47252527397205,0
45.0,32.95352366578308,44.16030246202965,391.83264426391423,0
45.5,32.748041920159174,43.42992029033078,398.594515251042,0
46.0,32.752388827233254,45.036410153463144,394.35428571219546,0
46.5,32.928182644083606,44.185890150020995,398.5021678760842,0
47.0,32.96076383086947,43.86636773062147,399.48242919203045,0
47.5,32.562684346518495,43.78514627425309,400.10599132588476,0
48.0,32.617722782284865,44.57042238242642,399.2669905968537,0
48.5,32.753237781900864,45.5846036158719,400.2347001552103,0
49.0,32.79641622008856,44.58878110464513,399.03392475856685,0
49.5,32.61987249363614,46.72620186330908,405.3969419789374,0
50.0,32.80980576917806,46.81402252547988,409.33847075305056,0
50.5,32.726418554401334,45.57417427868043,403.34338490502034,0
