time_min,temp_C,humidity_%,co2_ppm,label
0.0,28.591036440392926,36.02764453097766,434.3394884499303,1
0.5,28.542626493338123,36.35568800624037,433.3623296813774,1
1.0,28.78587124967168,35.79666994213568,433.08983816272934,1
1.5,28.716334742030657,36.37724692309591,433.80184689766514,1
2.0,28.69771392241854,36.73856815296464,433.4779664757292,1
2.5,28.636666281420652,37.35212385255049,432.8533050707732,1
3.0,28.727999078970942,37.491613176466835,437.9338143578137,1
3.5,28.666276133466177,37.26485056913849,436.9330004380985,1
4.0,28.63746587679218,37.419028093023215,439.0919345045415,1
4.5,28.53916701853237,36.96744151278112,438.373023794389,1
5.0,28.411958515478755,37.41078786950524,436.7090735268707,1
5.5,28.493570791819625,37.713553194940765,438.9360780383299,1
6.0,28.45512466691452,37.88593325575912,437.75205391995655,1
6.5,28.48376286627371,38.184436666583046,438.1952458250381,1
7.0,28.38123257079877,38.41192561074002,437.75428154102684,1
7.5,28.47326278708634,38.008824338878554,437.08891250769244,1
8.0,28.54382736240097,37.660177125228905,435.43472902871804,1
8.5,28.61312904452132,37.427848965590115,434.5828454170912,1
9.0,28.612372510220013,37.062400227422174,439.02008016023234,1
9.5,28.730032824123803,36.88249531654553,439.1753092367922,1
10.0,28.828736474083254,36.63028825104538,441.213033709303,1
10.5,28.79453542699676,36.649020990573995,444.2133187140754,1
11.0,28.7012654417609,36.97245451622322,444.7167374425085,1
11.5,28.68960602837723,36.77010230788225,443.4612218766479,1
12.0,28.630511560966344,37.195419896539136,445.1349879917006,1
12.5,28.522467762308416,37.704743087014954,442.8666219501227,1
13.0,28.592494455775086,37.656822783674436,441.23348077238654,1
13.5,28.565263853080502,37.86057878594082,440.3046729391311,1
14.0,28.552181217184277,37.823379716260675,442.63749875180406,1
14.5,28.400049189196526,37.58936818702583,441.3259953785965,1
15.0,28.317162510107853,37.738378649030714,440.9646978140974,1
15.5,28.354851709855904,37.74076926219399,437.76089837970903,1
16.0,28.528589583862097,37.203511240547044,437.53964819375767,1
16.5,28.58521192253887,37.69194588785094,437.46502459569064,1
17.0,28.603198730483847,37.65242564256934,440.25993240255605,1
17.5,28.665643387562987,37.1797676300275,438.43787595030034,1
18.0,28.4730270445758,37.62565641154174,439.8775414851796,1
18.5,28.49674918226748,37.94530389423692,440.4027101664827,1
19.0,28.50160024604301,37.6751904629689,440.3475046593283,1
19.5,28.41959197342236,37.877818316887925,440.69583896651403,1
20.0,28.47907315787738,37.580626149448875,443.11269470449,1
20.5,28.532481098895317,37.57846987733376,438.79122239225023,1
21.0,28.451367962971705,37.49767387562758,439.7731891141806,1
21.5,28.610940543018042,37.23907778910803,438.26364628995384,1
22.0,28.53546200587673,37.122089929477376,437.8870897552241,1
22.5,28.58512479442748,36.72543278938004,437.06404971984813,1
23.0,28.55906251330048,36.879069107072624,439.1214414400591,1
23.5,28.57549553125949,36.76036916856434,439.3884568589774,1
24.0,28.655393186856944,36.271111529240066,441.37524242546823,1
24.5,28.63413003012417,36.38379011990808,442.22791600216306,1
25.0,28.732318901933922,35.845614623352496,438.8416302938688,1
25.5,28.708091923609935,36.36560529491133,438.86331607884983,1
26.0,28.737433616485458,36.77724087523988,437.2484924675657,1
26.5,28.75534452974202,37.19955769154401,436.2881745933142,1
27.0,28.915386088854678,36.80480224588817,436.2744312973966,1
27.5,28.890344476221603,36.72638236780335,437.57175993462596,1
28.0,28.988513696351298,36.11389364441811,437.47554893513865,1
28.5,28.96659075696172,36.140126103663974,439.7260704493531,1
29.0,29.047493306494722,35.632484863286315,441.4845145607932,1
29.5,29.00090100011498,35.60004611237188,440.68741096067623,1
30.0,28.991060232456146,35.67007763638072,440.57762645627884,1
30.5,28.988378737820348,36.03524977318274,441.89117446608316,1
31.0,29.50125918595438,34.236612179560055,441.00973491005544,1
31.5,29.54687184493774,30.842505382779823,441.0270708600266,1
32.0,29.783378688964618,29.210242915559,436.3892466164274,1
32.5,30.09820879653221,29.51888057138899,439.4853680927108,1
33.0,30.259358692846767,29.122775480516324,435.6288019732209,1
33.5,30.49257780982149,27.90272631158971,437.4160680413293,1
34.0,30.32506582598689,27.526022383652275,433.5575199740581,1
34.5,30.390795715316028,27.92833921462644,433.74902991562794,1
35.0,30.343177707826285,27.83927257621908,437.99427458211466,1
35.5,30.530301282048335,27.599700024711048,439.5916310994686,1
36.0,30.818051197204465,25.651846412330226,438.01389437921955,1
36.5,30.768723426619456,28.76421965520017,440.45190795918626,1
37.0,30.763817505587284,32.6723801756965,446.1151568775283,1
37.5,30.761947565877993,32.456053043030735,445.46318670108343,1
38.0,30.786689310705295,33.236797146719034,449.64970086616154,1
38.5,30.937826694299744,33.495208546984465,449.7853506599533,1
39.0,31.169942879834114,33.04475763456198,448.1098315823699,1
39.5,31.139370656821267,32.735894765209615,450.2113577978759,1
40.0,31.039789131395317,33.98016300532501,455.812942301981,1
40.5,31.153515932172127,33.065847874181564,454.0830836805601,1
41.0,31.352587952152927,33.56250367508113,455.11248449297443,1
41.5,31.26690093676314,33.51550987010895,456.0868627355979,1
42.0,31.36486458809783,32.760794129445195,454.6541623628185,1
42.5,31.25184776767414,32.97584575468575,452.0549062026426,1
43.0,31.285069708575726,32.29825723471037,452.60684839627686,1
43.5,30.967687400725268,30.553595122911243,452.48596504281863,1
44.0,31.119670435724487,29.62817596075804,449.0760243786275,1
44.5,31.24405276846213,29.039346708676817,447.15880168927293,1
45.0,31.54505487671966,29.244046112118998,443.73668224590875,1
45.5,31.552312230194023,29.648459458837603,445.05792087397657,1
46.0,31.712378213136,29.082159814979534,442.0423164737193,1
46.5,31.67556078637795,28.51255250029142,441.2906083353577,1
47.0,31.670425211700756,31.309376559740326,444.22280051630855,1
47.5,31.387422752791785,31.637727958528792,441.1881563328558,1
48.0,30.986227542470015,31.001114738092106,442.0144875388933,1
48.5,31.13583563057969,30.59623361335678,443.1976689373686,1
49.0,31.008262140373958,30.75737556642137,442.24290471210816,1
49.5,31.113595375256462,30.90881119934905,445.1579888243437,1
50.0,30.889810387339633,30.68025352456325,451.7868385985738,1
50.5,30.91155152600227,30.360996448367583,452.83017779063283,1
51.0,30.9529856410301,30.8575388312643,451.30500197329116,1
51.5,31.423942296976605,29.75554500716473,456.4265077308786,1
52.0,31.552983490231895,29.449936949638712,458.1927969406838,1
52.5,31.41605254780019,29.656267030251424,455.6943005208589,1
53.0,31.643707602341504,29.53176048787152,456.826738318171,1
53.5,31.68408395139151,27.036744739244828,457.5509137812652,1
54.0,31.704896874692697,26.461960569987433,458.3789532153448,1
54.5,31.976641982294808,23.49188432792894,457.55582965366386,1
55.0,31.834618748421533,23.963408896493174,457.90250449131827,1
55.5,32.257744398586695,22.96530829669407,459.53670536608905,1
56.0,32.40411268154054,23.240489266217683,457.58149307249954,1
56.5,32.75383849692511,22.804766477314946,452.3092022751569,1
57.0,32.80974448017665,24.52076261392568,452.2702283079319,1
57.5,32.66908251685624,24.814216617670937,445.9983868671026,1
58.0,32.804184959501924,24.351147543554653,444.9358356854607,1
58.5,33.41029856234877,23.9291670583387,445.373773905225,1
59.0,33.64810687082295,24.19425348375384,445.77963783932574,1
59.5,34.10776403918034,23.73190026946017,443.23236695742315,1
