time_min,temp_C,humidity_%,co2_ppm
0.0,20.191359536758586,46.67432907216168,421.7942234469134
0.5,19.735168776490607,47.71165685837755,425.65939502878547
1.0,20.066436139569287,47.702084462361604,422.5154801215881
1.5,20.341548976514694,47.075982834610905,420.8316416451685
2.0,19.46133610633858,47.041721699720156,421.75291864020653
2.5,20.606347641572807,47.21511803844362,427.0110838964801
3.0,20.360513355458096,46.728955986202955,425.15659456435884
3.5,20.023165242855583,46.6545492873658,422.0908990719879
4.0,20.03814840397389,47.489528410969854,423.964250060178
4.5,20.21989440846168,47.74290416098524,422.3444609526186
5.0,20.62552043900004,47.70908759609929,426.29192570349807
5.5,20.33986385421016,47.722782358890235,424.64965609362315
6.0,19.43500985536632,47.713598322485836,425.72606642843886
6.5,19.612738107876826,46.23143922174377,424.218442638018
7.0,19.77156543165897,47.40269137308281,424.67101134209497
7.5,20.164086674579877,47.514654888127836,421.7460789722453
8.0,19.81774055798416,48.03913521435282,423.6524876142234
8.5,19.952633606230204,46.74010392555025,424.28525790546536
9.0,19.83288729854439,48.78413734717033,426.64333035381895
9.5,20.201791033169613,47.69412455406035,426.79137061286735
10.0,19.409964864670613,47.53415782287866,422.0360222727936
10.5,20.20695815336498,47.98545546242356,425.7680676788841
11.0,19.71936382914987,47.547671035171,424.0098100111446
11.5,20.023739823870834,47.60966746530037,424.7213030253075
12.0,20.078804750618026,47.05653323354127,424.32834768187047
12.5,20.228304537638977,48.630467830949755,425.1442360572438
13.0,20.377374774166217,46.78332118105468,422.81931699815135
13.5,19.912945892343448,47.43916228592078,426.7178646120012
14.0,20.26082144942336,46.49926519887584,426.22530773791544
14.5,19.76775086877642,47.008859668125055,431.3840901738124
15.0,20.26610505957268,47.65031456041414,440.066522650303
15.5,19.937147106981868,45.95749381929512,452.1952408890156
16.0,20.531495370203906,46.027802485172856,459.2886712342536
16.5,20.68759038864783,44.9687897494643,465.4458202221304
17.0,20.861049192352073,44.0369712879543,471.7188508376657
17.5,20.43740432127315,43.61086584633461,477.8825161137251
18.0,20.905306196439952,42.800536292217494,492.5455666809096
18.5,19.627519157152964,47.38318269182512,425.3361642361192
19.0,22.24233657616631,45.20089352822434,859.1638705124756
19.5,25.871407989871965,41.619317428060725,1291.9279008788192
20.0,28.66989100178603,39.187872152323784,1724.9381252367436
20.5,20.198756134169077,46.97138021002863,425.795767417575
21.0,19.80470449196847,47.940161149554115,424.16090772266904
21.5,20.205568303259728,48.29431176711584,426.07415261831545
22.0,20.229663264762205,47.57020463219219,422.91785321782305
22.5,20.572063511511296,48.31850967692131,422.9751540234665
23.0,20.377304557207506,47.64403415401552,423.3777969416877
23.5,20.294188757172037,47.613554547313846,421.5520638808624
24.0,19.92348748339896,47.79270239635274,425.2671647337504
24.5,20.355954562439535,47.84141996714683,424.5489615553545
25.0,20.13039659965456,47.68400242094683,421.94816837662376
25.5,20.095680528604998,47.78993782665341,429.1380529884952
26.0,20.22325806834844,47.43301039064442,426.5962023831354
26.5,20.14800231700598,47.34837672742694,424.15343370954884
27.0,20.51648205680683,47.834983261143684,428.25971031476314
27.5,20.115804282990183,47.07122053350196,426.15919602978715
28.0,20.20294786218262,47.279668417553516,422.7866445012469
28.5,19.94937479444395,47.117454411989264,423.24788485360494
29.0,20.228011955349896,48.54598825409915,423.6865229573928
29.5,20.117730006529193,47.27283883385938,424.4456593411286
