time_min,temp_C,humidity_%,co2_ppm
0.0,19.866890908007832,47.75165699807393,422.9885677662323
0.5,19.572074988331572,47.14678334767852,423.1790247595033
1.0,20.30359513465646,47.30930782864798,422.7044809229902
1.5,19.91685602025002,46.966547985829976,422.8447090873968
2.0,19.80627668570326,46.80304388258223,420.2412216881146
2.5,19.68810666539183,47.10923506189131,424.9732944710367
3.0,19.97728897565876,48.33583055080373,425.0078767092434
3.5,19.26961250645655,47.03442342126881,424.2063835671492
4.0,20.266521793203967,47.101138490555726,421.6774792406819
4.5,19.956288492681143,47.616361877266996,421.98537248959997
5.0,20.301677505215373,47.22567385496764,428.2993549658251
5.5,19.55106054942822,48.86489656758907,425.1944289563418
6.0,19.94007725548625,47.67886606519307,424.1766195655668
6.5,20.64902520726215,47.06178892950032,422.02783929273255
7.0,19.174167256854464,47.71364914586337,422.01797803681666
7.5,20.05957779575164,48.2868680153536,423.6073178396434
8.0,20.384608830082897,47.310716796441206,426.6958558416541
8.5,19.642710649776642,46.546512062633525,422.72758577087126
9.0,20.437925959576724,46.78869203713652,424.02848515701453
9.5,19.356622189184076,48.24142399443292,422.8440725558784
10.0,20.25119070598376,47.687958927675645,426.17896079691496
10.5,19.893298817862743,47.35928853024367,421.47022799723095
11.0,19.83415346235932,47.82656267865628,424.9995491417688
11.5,20.5666933413112,47.44263666267864,424.1047372203914
12.0,20.28603562628396,47.45127860534066,424.71443100608906
12.5,19.961286740161512,47.40759545332783,424.1730767513651
13.0,19.914172280494242,47.887622864024465,425.37932744622753
13.5,20.407802497382,46.676785464250806,422.51031526390375
14.0,20.923948228772048,48.13014226974457,421.3174196719246
14.5,20.822419119338825,46.985164046294706,425.03791248926643
15.0,19.958810805634105,47.752313140801974,423.8069364970052
15.5,20.156030854505584,48.512550336156856,424.70723106559626
16.0,19.962333644118765,47.81150613185003,423.43275105009553
16.5,20.092078807180695,48.17077694107549,423.20910508317996
17.0,19.932778231526637,47.26282006077623,425.17906919867437
17.5,19.137287244829377,48.20013947845955,425.81279369175996
18.0,20.50570483670801,47.974295614126106,423.97163943732016
18.5,20.30170441201512,47.53673876833565,424.8304661437107
19.0,20.347092952978123,47.20490795076918,423.2194365020707
19.5,20.262509268303646,47.725662984134566,422.866386417262
20.0,19.969053004391313,47.95225909417484,424.87055159436386
20.5,19.942121275718556,47.28053969424255,421.36568110893234
21.0,20.902121414572004,47.95302059800042,428.0822040438015
21.5,19.750381135320936,48.118909321551584,420.606506437312
22.0,20.716510795899858,48.20704843737557,425.1032951476918
22.5,19.838135629257593,48.591327967703144,420.2748606339789
23.0,19.98008988961589,47.6556526389655,425.0097052582089
23.5,20.28334502187072,46.821317451300054,424.706375646422
24.0,19.862735037375828,47.6423809091792,426.03540948698696
24.5,20.65647234785664,47.330259639336134,424.37327715726826
25.0,19.909117710262553,47.62664481199963,427.89444525805044
25.5,20.406508892338728,47.190676139109335,424.7617785609407
26.0,20.01578969331608,47.02958964644599,426.8014397029853
26.5,20.27887175654136,48.142223970127596,422.7155599867241
27.0,20.388890518549598,47.69841532178242,424.94652609314585
27.5,19.899008754088683,47.79051948124367,425.54371244765997
28.0,19.688391861976136,47.81903479512711,423.16351507865784
28.5,19.82873224007143,47.44477335428314,427.2155052512187
29.0,20.0485809520481,47.26977186310945,426.9973777337139
29.5,20.21032873175116,48.33616334135772,426.86113277004125
