time_min,temp_C,humidity_%,co2_ppm
0.0,19.955250866841094,47.56309441841105,422.70152734032575
0.5,20.142396358227362,48.029262986612295,425.54757693379145
1.0,19.991057540540325,47.457377580260776,424.8975140812387
1.5,19.92453688316908,47.274020374737795,423.8351563903369
2.0,19.857076856730302,46.65555470461381,429.1248499654789
2.5,20.680617453607518,47.07540021469772,422.8813856475493
3.0,19.95072048138396,46.8669745084604,425.2316686629519
3.5,19.75264059995837,47.36186629498111,423.3514493544212
4.0,19.46581812675178,47.88331331721392,422.170497019697
4.5,19.823089269213185,47.08176520136194,424.56382841749536
5.0,20.29340827349368,47.97464068118518,422.4428832901102
5.5,19.765081561722695,47.409489002061804,426.75412666855874
6.0,20.431558256131368,47.26383218106688,425.1245779610124
6.5,19.851423673470958,47.46991210700894,420.0723356734575
7.0,19.601665252709953,47.03480805261872,423.7046471160415
7.5,20.323569054539515,47.019827476640664,423.84780811842967
8.0,20.533938270503484,47.507033481504315,426.00246138453684
8.5,19.957187643600154,47.995145180392285,422.90209383062796
9.0,19.54989950326191,47.957308062657354,422.8488752070004
9.5,20.036532693972017,46.65059502101154,424.0952313895342
10.0,20.168669952308427,46.667041941328975,423.82884254089964
10.5,20.49973090834863,48.06229322824355,426.3765776523213
11.0,20.069289044971686,47.60561654809627,424.08182050884346
11.5,20.260339990061368,44.3989219341655,462.07763010573274
12.0,20.975276661482447,41.303556191575446,500.7694471028084
12.5,20.086053269576603,47.17574842799816,425.37357658548603
13.0,25.543308439948113,38.648670515726415,629.8698282469679
13.5,31.418951634198255,30.23524786852479,839.0462224165055
14.0,20.683767074928028,47.075833051922984,422.42629370441523
14.5,20.435572078577167,46.78493218131467,423.3455370154857
15.0,20.51668844379535,47.63585010475128,428.26523685325975
15.5,19.441934038371897,47.40809701754645,426.2980327106314
16.0,20.404825731657002,47.654202204293064,424.92509435358926
16.5,20.250074532869824,48.04178997540125,421.49908926457306
17.0,20.08957118227139,47.86736384503298,422.70877346037065
17.5,19.932105095023687,47.596632952585274,425.4236871352732
18.0,20.32914616570635,47.51159490557953,425.3396063112054
18.5,19.848207270051027,47.43952958031916,423.6951198731213
19.0,19.932661561306478,48.75437563171033,424.99316713963407
19.5,19.868835277748566,47.08768842994598,421.5751497672405
20.0,19.75381892927964,48.24189035843139,424.41780238028434
20.5,20.030995859063417,48.37931166075323,423.639597277144
21.0,20.668553897152265,46.801467733742804,424.1445342123142
21.5,19.861434794282488,47.387115999564344,422.8623025056318
22.0,20.20283673911269,48.408682714384135,425.31390674002375
22.5,20.23867869393002,47.59497535650314,427.42387834874955
23.0,20.39275483227685,47.0468191349136,425.4933993521657
23.5,20.240259917024282,47.97820248039273,426.47516010835585
24.0,20.6195267116596,46.67509805321088,424.9112510048025
24.5,19.73265742568066,48.04442267260398,428.1621322653231
25.0,20.32232670362189,47.160407998568274,421.8645168812719
25.5,19.942571579001488,46.7223840907667,423.81106474812543
26.0,19.934340221838745,47.72545176639919,424.632236900886
26.5,19.88570431425234,47.190713308647986,425.8675237027057
27.0,20.371790338696336,47.11805716879771,424.21753458665705
27.5,20.243962418025138,46.946884004753976,424.0303363832665
28.0,20.05313789078616,47.76035401156068,426.33234458965217
28.5,19.730498355878428,47.41525673467434,422.844841211338
29.0,20.161455687027793,47.18004803699842,423.4341546532557
29.5,20.416511560518025,47.68112234496168,427.3168379715583
