time_min,temp_C,humidity_%,co2_ppm
0.0,20.236610484612843,47.37650920716695,423.9187968043847
0.5,19.992669314424013,47.12054486171639,422.267544416796
1.0,20.054119525213792,46.64807229886534,425.2444212566847
1.5,19.632198011441737,46.542050874895345,425.2086176230716
2.0,20.289221812711116,46.91357911652657,426.2626213564105
2.5,20.434273226166066,47.50841246114696,422.0513439873968
3.0,20.167892318395158,46.978395938871735,421.3661146165954
3.5,20.139809723924525,46.97326326516186,425.5051850509962
4.0,20.474616939483855,46.528976294739856,425.59938893432724
4.5,20.317913820070324,47.76093858847167,419.21044014869176
5.0,20.35258656102696,46.09749502036182,424.89171199401227
5.5,20.404604532514156,46.88728208556429,424.1404154322792
6.0,20.923156677700998,47.38457943736128,426.74758859858963
6.5,20.39028487983194,46.50567905396277,428.097483999741
7.0,20.42591130214447,47.53337182923858,425.9480533413259
7.5,20.405606727122436,47.0113568374394,421.3090021723752
8.0,20.466910872436905,46.86943832224088,422.8645040220552
8.5,20.893055603198643,46.80488706837689,422.4967890969138
9.0,20.480509488967435,46.72984566999791,428.014138976644
9.5,20.41440312428061,46.26422335310823,425.26191318250966
10.0,20.97025167218359,46.17065480462826,424.87394707800195
10.5,20.286703864303423,46.27339417822466,424.9352891656756
11.0,20.96219679587874,46.21856611419676,419.47744137754097
11.5,20.4877124499884,46.86764094503173,424.2812925002507
12.0,20.77272548261609,46.916942716706515,422.8183738381124
12.5,21.197538559657293,45.768009938663745,424.4657711786262
13.0,21.035081614943955,46.19025926377235,428.000674255016
13.5,20.585376782228266,45.184785944938035,424.05325833405766
14.0,20.87271982511869,45.95471119999515,422.68562556044105
14.5,21.755444002100187,46.401541134525964,425.9351297236495
15.0,21.275544280229106,45.84666469655745,423.6490901033217
15.5,21.379764720032604,45.814761956217055,423.8772287962161
16.0,21.008154906855786,45.41634091091251,423.23377351720063
16.5,21.001766208904073,45.626404156951864,425.16993621400843
17.0,20.91362636549569,45.01342822305968,425.8747588680361
17.5,20.993978909637036,45.72450272463873,422.583339039694
18.0,21.90640158753772,46.08738093036184,423.16387946038134
18.5,21.32025909419162,46.2700723678933,421.8982856940037
19.0,21.54523248862789,45.81332688632372,423.99553560665174
19.5,21.22107099727651,45.5033096632463,423.6146568679329
20.0,21.854357922501535,45.73010630433416,423.3220276588815
20.5,21.394927960875634,45.52953115108309,423.6904531250462
21.0,21.256497839597003,45.699363850718186,421.5575175191315
21.5,22.063006407759637,45.560393356159736,424.9046881702061
22.0,21.867184496971575,45.901750811917374,421.85029590151225
22.5,21.746412908413177,46.67823901333956,426.42585315003254
23.0,21.39093004137034,44.7303340100638,424.3368136998291
23.5,21.906031475581962,45.363306485200155,425.2559527279576
24.0,21.746223195188843,45.419786383438016,426.2019887852358
24.5,22.215223744448476,45.1028707094747,420.31722780813857
25.0,22.153863274991238,45.94330560870305,423.6545824735887
25.5,22.190703494247806,45.04552963036809,427.21410600109436
26.0,22.197260353179505,45.11910364910556,424.9798356548845
26.5,21.948271129572976,45.32381715162393,421.8407367348332
27.0,21.870654875531194,45.5258666469824,424.13352297269813
27.5,22.12901540151257,45.079964943088505,425.43612722630985
28.0,22.284997636962782,45.67245507719724,425.5031202737411
28.5,22.064582421173128,46.047386377181674,425.7973626259385
29.0,21.207333062751538,44.931930313466935,422.6082240988272
29.5,22.25278514623603,45.26691133565597,420.1965504806581
