time_min,temp_C,humidity_%,co2_ppm
0.0,19.64248189658416,46.73267528954482,422.04566105655556
0.5,20.151023816371506,47.27193736628706,423.80878203986674
1.0,19.96816578897877,46.64482574477221,423.3618635287306
1.5,20.50709263266789,47.64588018658303,423.5659138386674
2.0,20.775081497623034,48.13350893673197,425.5588330846429
2.5,19.56538929956095,47.151108225949734,422.36409264022313
3.0,20.176777495065508,47.54195132620904,423.1403499477908
3.5,19.494770748415675,47.24566883701993,424.4722193426514
4.0,19.71020566941903,46.947054909211374,423.774966019233
4.5,20.639160779169195,48.01826829155579,420.1524328571379
5.0,20.190491014186147,47.1078111839244,420.56240113241415
5.5,19.77536695945923,46.86378824354714,425.74043736163077
6.0,19.68611246393922,47.45878795524171,421.0992768056019
6.5,19.937950169454375,48.143406459396274,419.53110607789574
7.0,19.689777231729643,47.544019832339046,426.8542970628325
7.5,20.202654902732938,47.3913885578376,420.19784216939075
8.0,19.86389412387897,48.35843396401612,423.5382683665946
8.5,20.14899439251702,48.02158543865479,424.72218467015165
9.0,20.19627255811548,47.18904021114127,421.897537996719
9.5,20.137712421417255,47.6507722509861,424.8712293602408
10.0,19.863530142785795,47.9041222516986,422.93728603573885
10.5,20.088387053949813,47.60187875127377,423.6370127553844
11.0,19.717394698969358,47.778261675502655,420.899026255294
11.5,20.1938470582755,47.81637098316894,422.41005006667166
12.0,19.6408757588463,47.71625853112799,426.74445322673813
12.5,19.90438472472966,47.554087166881864,424.18974930874674
13.0,20.057852852509043,48.17546439599515,423.54380150267895
13.5,19.855966907900843,47.48076217442995,421.19938145886596
14.0,20.04068522862006,48.12491896264167,425.93761163266043
14.5,20.490337323714858,46.599989840943834,425.0844136463089
15.0,19.87178335755953,46.6453898241878,422.80214064981686
15.5,19.917547077313305,48.072986542060825,424.29193008255896
16.0,19.74403496320723,48.15692848771265,424.18349519235306
16.5,20.037705017258038,47.00579221667661,422.51076065563166
17.0,19.904653677740473,47.15344223763672,425.39835995838666
17.5,20.076237954340225,48.48186807086348,424.4362555012649
18.0,20.1611090051118,48.42597611493563,429.53068470493446
18.5,20.407991964771554,47.73133238954069,423.812402944612
19.0,19.494251426883885,47.24578871636606,424.46198765337977
19.5,20.11434679040036,47.88383874526907,421.608263701614
20.0,19.928141866785065,47.783170858992506,425.6317668854308
20.5,20.175485069000658,47.64413464965167,424.3364905512672
21.0,20.535119387517078,46.87578016536953,424.9954627706899
21.5,20.028815856087082,47.93787524363212,425.61259953211163
22.0,20.3940922112877,47.09962155976508,425.98930192496755
22.5,20.17054914390425,47.01913221472606,426.5403654608767
23.0,19.685103046496877,47.45812306863614,422.3980675152315
23.5,20.302432264189143,48.017018016658454,961.3424745682623
24.0,20.099573263687375,47.059872951889126,954.8104510512205
24.5,19.42731346458123,47.28929227787933,953.9839084756801
25.0,20.116944371393227,49.607646921938766,955.1746661880057
25.5,20.374205791522424,46.90122294675044,955.5060513349233
26.0,20.48501235797154,48.55989606334562,426.60815125932317
26.5,20.64407026947163,48.05098365146527,421.9790777949942
27.0,20.336746249301342,47.36614825367373,423.0838967602543
27.5,20.280203559482086,47.476694255660696,425.01679224210466
28.0,19.930662573737322,47.3067760518254,426.36550579791873
28.5,20.0209624426726,46.9908822384396,425.16733154087876
29.0,20.978172430854684,47.043628590424255,427.2867791429032
29.5,20.059098318748607,47.90078069199522,426.0653757779917
