time_min,temp_C,humidity_%,co2_ppm,label
0.0,30.521461277395275,36.03973064103639,412.0783715279685,1
0.16666666666666666,30.52223476987013,36.25006727645285,412.52831042443563,1
0.3333333333333333,30.454914845784003,36.24426443072276,412.5126974144525,1
0.5,30.50295218759903,36.19374074539127,412.7103980430463,1
0.6666666666666666,30.572531138940086,35.926902516379336,412.52097648589506,1
0.8333333333333333,30.518069554325685,36.13982991735547,411.91740335652514,1
1.0,30.481081878709997,36.16900525199185,411.52669623320025,1
1.1666666666666665,30.474898540406695,36.21097480828022,410.69511706368286,1
1.3333333333333333,30.372636679467536,36.26081181910241,410.70663408661903,1
1.5,30.352949181229373,36.340526648934926,411.70758851911575,1
1.6666666666666665,30.319809935205214,36.438912426508615,411.63510185295917,1
1.8333333333333333,30.3557644511367,36.45528372875504,412.67786143980953,1
2.0,30.27213644374333,36.60214214972755,413.2868935906343,1
2.1666666666666665,30.236491465081404,36.531408369043355,413.5923419366521,1
2.333333333333333,30.199909468150267,36.4986843973522,414.11387566235277,1
2.5,30.18795593308167,36.55684353042016,413.26787410219094,1
2.6666666666666665,30.21512364110143,36.36132777449958,413.37234135856556,1
2.833333333333333,30.209355526421703,36.33158075074844,413.0879965427759,1
3.0,30.21387932731109,36.393433170082474,414.80761676461657,1
3.1666666666666665,30.208961143495795,36.3512351089253,415.12781035659265,1
3.333333333333333,30.232007636448103,36.33610742176716,414.42190672462306,1
3.5,30.210023442170176,36.287878540786714,414.04322118652345,1
3.6666666666666665,30.227384043017604,36.116488582622665,413.37572489062967,1
3.833333333333333,30.173983658642005,36.256673809686724,412.7728347695423,1
4.0,30.264713142856845,36.36297514669263,415.8705001421504,1
4.166666666666666,30.230141789546202,36.41907860649654,421.9577238887709,1
4.333333333333333,30.393449662488088,35.98479079960654,422.27935212599874,1
4.5,30.40586089414166,35.909920020920914,420.1093320750464,1
4.666666666666666,30.601104366618085,35.48752656872483,423.64169147163784,1
4.833333333333333,30.702516826654865,35.46175169507077,422.52781701721926,1
5.0,30.85373240282441,35.43955218624606,425.04284570056245,1
5.166666666666666,30.723936216177158,35.984190793982975,426.9762011451363,1
5.333333333333333,30.827137774125315,35.62962228857597,428.59175643061485,1
5.5,30.775758343236237,35.613595451290465,429.90936742452215,1
5.666666666666666,30.958616138539114,35.135517320048535,431.37492887988265,1
5.833333333333333,30.945365048470865,35.15351169769772,427.04535768711474,1
6.0,31.157016260402962,34.58809915318698,427.9726565807537,1
6.166666666666666,31.185655183374934,34.66415737919276,429.10231798444516,1
6.333333333333333,31.324694080731994,34.12668934377904,427.408084495354,1
6.5,31.525805915175912,34.03508915661165,427.4386808982528,1
6.666666666666666,31.709369055251862,34.215601030566255,431.8703305187169,1
6.833333333333333,31.832284441356645,34.03875942115722,431.54334859354714,1
7.0,31.789386208683734,33.92029885228723,433.2391706678904,1
7.166666666666666,31.91731546352582,34.02882686951973,432.54183835548616,1
7.333333333333333,32.08613986199014,33.72251249627534,435.33935886614165,1
7.5,32.17928109898336,33.784773959536786,431.9775289504947,1
7.666666666666666,32.173635025652544,34.085969223851535,431.2630424975742,1
7.833333333333333,32.38066783319987,33.76451538923339,429.6677293795258,1
8.0,32.587751729366985,33.41555790609988,429.23423723023194,1
8.166666666666666,32.70022459142876,32.851007472278326,429.1838098344958,1
8.333333333333332,32.88160206876366,32.56596563981899,425.5824780034135,1
8.5,32.99899531536961,31.060670811550676,427.8448320491125,1
8.666666666666666,33.205134146647474,31.04202740991826,427.37504440982326,1
8.833333333333332,33.47112737845616,30.524541351381284,429.42403424739143,1
9.0,33.631960778350596,30.235140923599968,431.17192296610773,1
9.166666666666666,33.764426635277545,31.19434350648822,429.3018579048574,1
9.333333333333332,34.03650970684599,30.791908475729038,425.642853900835,1
9.5,34.16329839432996,30.371756658475974,424.14792364907777,1
9.666666666666666,34.400412304508215,29.778715491327667,421.9866962525334,1
9.833333333333332,34.49618747159907,29.602971582519217,423.7265356205498,1
